prodid,category,date,sales
PT-42838,Skin fungus,11/1/2007,7048
PT-42838,Skin fungus,12/1/2007,7841
PT-42960,Skin fungus,1/1/2007,6708
PT-42960,Skin fungus,2/1/2007,9246
PT-42960,Skin fungus,3/1/2007,15692
PT-42960,Skin fungus,4/1/2007,11103
PT-42960,Skin fungus,5/1/2007,9873
PT-42960,Skin fungus,6/1/2007,12442
PT-42960,Skin fungus,7/1/2007,14735
PT-42960,Skin fungus,8/1/2007,9233
PT-42960,Skin fungus,9/1/2007,16826
PT-42960,Skin fungus,10/1/2007,19800
PT-42960,Skin fungus,11/1/2007,19128
PT-42960,Skin fungus,12/1/2007,4800
PT-42978,Skin fungus,1/1/2007,17946
PT-42978,Skin fungus,2/1/2007,20320
PT-42978,Skin fungus,3/1/2007,23545
PT-42978,Skin fungus,4/1/2007,30576
PT-42978,Skin fungus,5/1/2007,29320
PT-42978,Skin fungus,6/1/2007,28271
PT-42978,Skin fungus,7/1/2007,27696
PT-42978,Skin fungus,8/1/2007,22692
PT-42978,Skin fungus,9/1/2007,29655
PT-42978,Skin fungus,10/1/2007,49302
PT-42978,Skin fungus,11/1/2007,35202
PT-42978,Skin fungus,12/1/2007,13098
PT-43067,Skin fungus,1/1/2007,3824
PT-43067,Skin fungus,2/1/2007,5928
PT-43067,Skin fungus,3/1/2007,8584
PT-43067,Skin fungus,4/1/2007,6946
PT-43067,Skin fungus,5/1/2007,8478
PT-43067,Skin fungus,6/1/2007,9440
PT-43067,Skin fungus,7/1/2007,6189
PT-43067,Skin fungus,8/1/2007,7684
PT-43067,Skin fungus,9/1/2007,9695
PT-43067,Skin fungus,10/1/2007,11637
PT-43067,Skin fungus,11/1/2007,7115
PT-43067,Skin fungus,12/1/2007,10201
PT-45575,Antidiarrheal,1/1/2007,32500
PT-45575,Antidiarrheal,2/1/2007,68950
PT-45575,Antidiarrheal,3/1/2007,80000
PT-45575,Antidiarrheal,4/1/2007,75000
PT-45575,Antidiarrheal,5/1/2007,60960
PT-45575,Antidiarrheal,6/1/2007,73000
PT-45575,Antidiarrheal,7/1/2007,65104
PT-45575,Antidiarrheal,8/1/2007,65471
PT-45575,Antidiarrheal,9/1/2007,68883
PT-45575,Antidiarrheal,10/1/2007,70307
PT-45575,Antidiarrheal,11/1/2007,78498
PT-45575,Antidiarrheal,12/1/2007,15718
PT-45583,Antidiarrheal,1/1/2007,2295
PT-45583,Antidiarrheal,2/1/2007,2584
PT-45583,Antidiarrheal,3/1/2007,2541
PT-45583,Antidiarrheal,4/1/2007,2251
PT-45583,Antidiarrheal,5/1/2007,4352
PT-45583,Antidiarrheal,6/1/2007,2615
PT-45583,Antidiarrheal,7/1/2007,4252
PT-45583,Antidiarrheal,8/1/2007,3625
PT-45583,Antidiarrheal,9/1/2007,6498
PT-45583,Antidiarrheal,10/1/2007,3808
PT-45583,Antidiarrheal,11/1/2007,4890
PT-45583,Antidiarrheal,12/1/2007,1673
PT-55186,Flu,1/1/2007,4372
PT-55186,Flu,2/1/2007,8721
PT-55186,Flu,3/1/2007,8826
PT-55186,Flu,4/1/2007,11093
PT-55186,Flu,5/1/2007,8274
PT-55186,Flu,6/1/2007,8993
PT-55186,Flu,7/1/2007,9843
PT-55186,Flu,8/1/2007,7120
PT-55186,Flu,9/1/2007,9848
PT-55186,Flu,10/1/2007,11600
PT-55186,Flu,11/1/2007,12300
PT-55186,Flu,12/1/2007,2656
PT-68569,Heart related,1/1/2007,2379
PT-68569,Heart related,2/1/2007,4240
PT-68569,Heart related,3/1/2007,5511
PT-68569,Heart related,4/1/2007,4758
PT-68569,Heart related,5/1/2007,8555
PT-68569,Heart related,6/1/2007,7287
PT-68569,Heart related,7/1/2007,4357
PT-68569,Heart related,8/1/2007,3042
PT-68569,Heart related,9/1/2007,4510
PT-68569,Heart related,10/1/2007,4356
PT-68569,Heart related,11/1/2007,3070
PT-68569,Heart related,12/1/2007,2496
PT-73411,Muscle Relaxing,1/1/2007,2970
PT-73411,Muscle Relaxing,2/1/2007,6496
PT-73411,Muscle Relaxing,3/1/2007,12995
PT-73411,Muscle Relaxing,4/1/2007,8199
PT-73411,Muscle Relaxing,5/1/2007,13146
PT-73411,Muscle Relaxing,6/1/2007,8056
PT-73411,Muscle Relaxing,7/1/2007,9712
PT-73411,Muscle Relaxing,8/1/2007,8940
PT-73411,Muscle Relaxing,9/1/2007,12581
PT-73411,Muscle Relaxing,10/1/2007,13482
PT-73411,Muscle Relaxing,11/1/2007,13323
PT-73411,Muscle Relaxing,12/1/2007,4999
PT-73445,Liver Protector,1/1/2007,4830
PT-73445,Liver Protector,2/1/2007,9901
PT-73445,Liver Protector,3/1/2007,20438
PT-73445,Liver Protector,4/1/2007,15460
PT-73445,Liver Protector,5/1/2007,9445
PT-73445,Liver Protector,6/1/2007,9958
PT-73445,Liver Protector,7/1/2007,5941
PT-73445,Liver Protector,8/1/2007,9239
PT-73445,Liver Protector,9/1/2007,11352
PT-73445,Liver Protector,10/1/2007,7332
PT-73445,Liver Protector,11/1/2007,10048
PT-73445,Liver Protector,12/1/2007,6338
PT-89128,Cough Syrop,1/1/2007,14822
PT-89128,Cough Syrop,2/1/2007,12961
PT-89128,Cough Syrop,3/1/2007,19398
PT-89128,Cough Syrop,4/1/2007,14937
PT-89128,Cough Syrop,5/1/2007,15588
PT-89128,Cough Syrop,6/1/2007,18876
PT-89128,Cough Syrop,7/1/2007,15521
PT-89128,Cough Syrop,8/1/2007,21500
PT-89128,Cough Syrop,9/1/2007,19023
PT-89128,Cough Syrop,10/1/2007,28325
PT-89128,Cough Syrop,11/1/2007,29538
PT-89128,Cough Syrop,12/1/2007,8516
PT-91934,Laxative,1/1/2007,3642
PT-91934,Laxative,2/1/2007,5083
PT-91934,Laxative,3/1/2007,8198
PT-91934,Laxative,4/1/2007,6898
PT-91934,Laxative,5/1/2007,7244
PT-91934,Laxative,6/1/2007,7644
PT-91934,Laxative,7/1/2007,6322
PT-91934,Laxative,8/1/2007,5009
PT-91934,Laxative,9/1/2007,4680
PT-91934,Laxative,10/1/2007,9717
PT-91934,Laxative,11/1/2007,8520
PT-91934,Laxative,12/1/2007,2871
PT-91983,Liver Protector,1/1/2007,9780
PT-91983,Liver Protector,2/1/2007,13211
PT-91983,Liver Protector,3/1/2007,16179
PT-91983,Liver Protector,4/1/2007,13032
PT-91983,Liver Protector,5/1/2007,19800
PT-91983,Liver Protector,6/1/2007,20570
PT-91983,Liver Protector,7/1/2007,12211
PT-91983,Liver Protector,8/1/2007,12392
PT-91983,Liver Protector,9/1/2007,42000
PT-91983,Liver Protector,10/1/2007,29541
PT-91983,Liver Protector,11/1/2007,20760
PT-91983,Liver Protector,12/1/2007,11956
PT-92676,Liver Protector,1/1/2007,859
PT-92676,Liver Protector,2/1/2007,4500
PT-92676,Liver Protector,3/1/2007,4395
PT-92676,Liver Protector,4/1/2007,4559
PT-92676,Liver Protector,5/1/2007,7533
PT-92676,Liver Protector,6/1/2007,7241
PT-92676,Liver Protector,7/1/2007,7042
PT-92676,Liver Protector,8/1/2007,5686
PT-92676,Liver Protector,9/1/2007,4855
PT-92676,Liver Protector,10/1/2007,8039
PT-92676,Liver Protector,11/1/2007,9947
PT-92676,Liver Protector,12/1/2007,5447
PT-00166,Heart related,1/1/2008,1139
PT-00166,Heart related,2/1/2008,2794
PT-00166,Heart related,3/1/2008,2789
PT-00166,Heart related,4/1/2008,3493
PT-00166,Heart related,5/1/2008,3060
PT-00166,Heart related,6/1/2008,3903
PT-00166,Heart related,7/1/2008,2800
PT-00166,Heart related,8/1/2008,2832
PT-00166,Heart related,9/1/2008,4575
PT-00166,Heart related,10/1/2008,4082
PT-00166,Heart related,11/1/2008,5584
PT-00166,Heart related,12/1/2008,2468
PT-09217,Vitamins,1/1/2008,7500
PT-09217,Vitamins,2/1/2008,7300
PT-09217,Vitamins,3/1/2008,9000
PT-09217,Vitamins,4/1/2008,11780
PT-09217,Vitamins,5/1/2008,14760
PT-09217,Vitamins,6/1/2008,14496
PT-09217,Vitamins,7/1/2008,17333
PT-09217,Vitamins,8/1/2008,7500
PT-09217,Vitamins,9/1/2008,7519
PT-09217,Vitamins,10/1/2008,10700
PT-09217,Vitamins,11/1/2008,9210
PT-09217,Vitamins,12/1/2008,10180
PT-36608,Enema,1/1/2008,5251
PT-36608,Enema,2/1/2008,3360
PT-36608,Enema,3/1/2008,8578
PT-36608,Enema,4/1/2008,7320
PT-36608,Enema,5/1/2008,10570
PT-36608,Enema,6/1/2008,11120
PT-36608,Enema,7/1/2008,10800
PT-36608,Enema,8/1/2008,5320
PT-36608,Enema,9/1/2008,6097
PT-36608,Enema,10/1/2008,14320
PT-36608,Enema,11/1/2008,7379
PT-36608,Enema,12/1/2008,3000
PT-43000,Skin fungus,1/1/2008,3754
PT-43000,Skin fungus,2/1/2008,11000
PT-43000,Skin fungus,3/1/2008,21089
PT-43000,Skin fungus,4/1/2008,21481
PT-43000,Skin fungus,5/1/2008,26573
PT-43000,Skin fungus,6/1/2008,28000
PT-43000,Skin fungus,7/1/2008,29451
PT-43000,Skin fungus,8/1/2008,24160
PT-43000,Skin fungus,9/1/2008,49907
PT-43000,Skin fungus,10/1/2008,40120
PT-43000,Skin fungus,11/1/2008,47900
PT-43000,Skin fungus,12/1/2008,11082
PT-43505,Flu,1/1/2008,5775
PT-43505,Flu,2/1/2008,6680
PT-43505,Flu,3/1/2008,4922
PT-43505,Flu,4/1/2008,8300
PT-43505,Flu,5/1/2008,6871
PT-43505,Flu,6/1/2008,10304
PT-43505,Flu,7/1/2008,8045
PT-43505,Flu,8/1/2008,6493
PT-43505,Flu,9/1/2008,10260
PT-43505,Flu,10/1/2008,14839
PT-43505,Flu,11/1/2008,13420
PT-43505,Flu,12/1/2008,4243
PT-55608,Flu,1/1/2008,7860
PT-55608,Flu,2/1/2008,11457
PT-55608,Flu,3/1/2008,10223
PT-55608,Flu,4/1/2008,6038
PT-55608,Flu,5/1/2008,10500
PT-55608,Flu,6/1/2008,9141
PT-55608,Flu,7/1/2008,6200
PT-55608,Flu,8/1/2008,11518
PT-55608,Flu,9/1/2008,8520
PT-55608,Flu,10/1/2008,13756
PT-55608,Flu,11/1/2008,14183
PT-55608,Flu,12/1/2008,5694
PT-63206,Stomach Protectors,1/1/2008,2388
PT-63206,Stomach Protectors,2/1/2008,5000
PT-63206,Stomach Protectors,3/1/2008,2179
PT-63206,Stomach Protectors,4/1/2008,3600
PT-63206,Stomach Protectors,5/1/2008,4070
PT-63206,Stomach Protectors,6/1/2008,3776
PT-63206,Stomach Protectors,7/1/2008,3405
PT-63206,Stomach Protectors,8/1/2008,3587
PT-63206,Stomach Protectors,9/1/2008,5040
PT-63206,Stomach Protectors,10/1/2008,4560
PT-63206,Stomach Protectors,11/1/2008,4040
PT-63206,Stomach Protectors,12/1/2008,1775
PT-63354,Stomach Protectors,1/1/2008,3187
PT-63354,Stomach Protectors,2/1/2008,7957
PT-63354,Stomach Protectors,3/1/2008,8520
PT-63354,Stomach Protectors,4/1/2008,7872
PT-63354,Stomach Protectors,5/1/2008,6281
PT-63354,Stomach Protectors,6/1/2008,8612
PT-63354,Stomach Protectors,7/1/2008,5616
PT-63354,Stomach Protectors,8/1/2008,6274
PT-63354,Stomach Protectors,9/1/2008,6597
PT-63354,Stomach Protectors,10/1/2008,7515
PT-63354,Stomach Protectors,11/1/2008,15900
PT-63354,Stomach Protectors,12/1/2008,1344
PT-71804,Stomach Protectors,1/1/2008,1674
PT-71804,Stomach Protectors,2/1/2008,1442
PT-71804,Stomach Protectors,3/1/2008,2500
PT-71804,Stomach Protectors,4/1/2008,1088
PT-71804,Stomach Protectors,5/1/2008,1500
PT-71804,Stomach Protectors,6/1/2008,1355
PT-71804,Stomach Protectors,7/1/2008,2556
PT-71804,Stomach Protectors,8/1/2008,1656
PT-71804,Stomach Protectors,9/1/2008,1644
PT-71804,Stomach Protectors,10/1/2008,1970
PT-71804,Stomach Protectors,11/1/2008,2606
PT-71804,Stomach Protectors,12/1/2008,500
PT-71812,Flu,1/1/2008,2555
PT-71812,Flu,2/1/2008,3542
PT-71812,Flu,3/1/2008,4385
PT-71812,Flu,4/1/2008,3295
PT-71812,Flu,5/1/2008,2500
PT-71812,Flu,6/1/2008,6302
PT-71812,Flu,7/1/2008,5548
PT-71812,Flu,8/1/2008,2762
PT-71812,Flu,9/1/2008,1196
PT-71812,Flu,10/1/2008,2294
PT-71812,Flu,11/1/2008,2329
PT-71812,Flu,12/1/2008,2200
PT-71836,Pain Killer,1/1/2008,17956
PT-71836,Pain Killer,2/1/2008,20004
PT-71836,Pain Killer,3/1/2008,36133
PT-71836,Pain Killer,4/1/2008,60074
PT-71836,Pain Killer,5/1/2008,38395
PT-71836,Pain Killer,6/1/2008,37599
PT-71836,Pain Killer,7/1/2008,30500
PT-71836,Pain Killer,8/1/2008,50553
PT-71836,Pain Killer,9/1/2008,88760
PT-71836,Pain Killer,10/1/2008,88300
PT-71836,Pain Killer,11/1/2008,66700
PT-71836,Pain Killer,12/1/2008,5400
PT-71837,Pain Killer,1/1/2008,2224
PT-71837,Pain Killer,2/1/2008,3470
PT-71837,Pain Killer,3/1/2008,2463
PT-71837,Pain Killer,4/1/2008,2463
PT-71837,Pain Killer,5/1/2008,7500
PT-71837,Pain Killer,6/1/2008,3644
PT-71837,Pain Killer,7/1/2008,3162
PT-71837,Pain Killer,8/1/2008,3504
PT-71837,Pain Killer,9/1/2008,3027
PT-71837,Pain Killer,10/1/2008,3944
PT-71837,Pain Killer,11/1/2008,7050
PT-71837,Pain Killer,12/1/2008,1802
PT-71838,Pain Killer,1/1/2008,2030
PT-71838,Pain Killer,2/1/2008,3500
PT-71838,Pain Killer,3/1/2008,3739
PT-71838,Pain Killer,4/1/2008,1964
PT-71838,Pain Killer,5/1/2008,3628
PT-71838,Pain Killer,6/1/2008,2741
PT-71838,Pain Killer,7/1/2008,2647
PT-71838,Pain Killer,8/1/2008,2512
PT-71838,Pain Killer,9/1/2008,2972
PT-71838,Pain Killer,10/1/2008,4396
PT-71838,Pain Killer,11/1/2008,3971
PT-71838,Pain Killer,12/1/2008,500
PT-71839,Sleeping Pills,1/1/2008,1215
PT-71839,Sleeping Pills,2/1/2008,2144
PT-71839,Sleeping Pills,3/1/2008,3252
PT-71839,Sleeping Pills,4/1/2008,1996
PT-71839,Sleeping Pills,5/1/2008,2014
PT-71839,Sleeping Pills,6/1/2008,2300
PT-71839,Sleeping Pills,7/1/2008,2418
PT-71839,Sleeping Pills,8/1/2008,3635
PT-71839,Sleeping Pills,9/1/2008,1939
PT-71839,Sleeping Pills,10/1/2008,3896
PT-71839,Sleeping Pills,11/1/2008,3884
PT-71839,Sleeping Pills,12/1/2008,1775
PT-71840,Laxative,1/1/2008,3124
PT-71840,Laxative,2/1/2008,21800
PT-71840,Laxative,3/1/2008,16723
PT-71840,Laxative,4/1/2008,13659
PT-71840,Laxative,5/1/2008,7868
PT-71840,Laxative,6/1/2008,11294
PT-71840,Laxative,7/1/2008,7918
PT-71840,Laxative,8/1/2008,8266
PT-71840,Laxative,9/1/2008,7325
PT-71840,Laxative,10/1/2008,8080
PT-71840,Laxative,11/1/2008,19830
PT-71840,Laxative,12/1/2008,1550
PT-71841,Laxative,1/1/2008,8400
PT-71841,Laxative,2/1/2008,18000
PT-71841,Laxative,3/1/2008,14627
PT-71841,Laxative,4/1/2008,12116
PT-71841,Laxative,5/1/2008,18369
PT-71841,Laxative,6/1/2008,13500
PT-71841,Laxative,7/1/2008,12373
PT-71841,Laxative,8/1/2008,12108
PT-71841,Laxative,9/1/2008,17572
PT-71841,Laxative,10/1/2008,19680
PT-71841,Laxative,11/1/2008,32490
PT-71841,Laxative,12/1/2008,6000
PT-71842,Soy Lecithin,1/1/2008,1200
PT-71842,Soy Lecithin,2/1/2008,1640
PT-71842,Soy Lecithin,3/1/2008,2089
PT-71842,Soy Lecithin,4/1/2008,3210
PT-71842,Soy Lecithin,5/1/2008,3024
PT-71842,Soy Lecithin,6/1/2008,3570
PT-71842,Soy Lecithin,7/1/2008,1885
PT-71842,Soy Lecithin,8/1/2008,1520
PT-71842,Soy Lecithin,9/1/2008,2360
PT-71842,Soy Lecithin,10/1/2008,4090
PT-71842,Soy Lecithin,11/1/2008,8668
PT-71842,Soy Lecithin,12/1/2008,900
PT-71843,Soy Lecithin,1/1/2008,936
PT-71843,Soy Lecithin,2/1/2008,2496
PT-71843,Soy Lecithin,3/1/2008,3087
PT-71843,Soy Lecithin,4/1/2008,2077
PT-71843,Soy Lecithin,5/1/2008,2723
PT-71843,Soy Lecithin,6/1/2008,2770
PT-71843,Soy Lecithin,7/1/2008,3815
PT-71843,Soy Lecithin,8/1/2008,3928
PT-71843,Soy Lecithin,9/1/2008,3989
PT-71843,Soy Lecithin,10/1/2008,3500
PT-71843,Soy Lecithin,11/1/2008,7310
PT-71843,Soy Lecithin,12/1/2008,1824
PT-71847,Vitamins,1/1/2008,4218
PT-71847,Vitamins,2/1/2008,17325
PT-71847,Vitamins,3/1/2008,19392
PT-71847,Vitamins,4/1/2008,12192
PT-71847,Vitamins,5/1/2008,12049
PT-71847,Vitamins,6/1/2008,15708
PT-71847,Vitamins,7/1/2008,10500
PT-71847,Vitamins,8/1/2008,11036
PT-71847,Vitamins,9/1/2008,8000
PT-71847,Vitamins,10/1/2008,13200
PT-71847,Vitamins,11/1/2008,31203
PT-71847,Vitamins,12/1/2008,6108
PT-71848,Vitamins,1/1/2008,8000
PT-71848,Vitamins,2/1/2008,16282
PT-71848,Vitamins,3/1/2008,10255
PT-71848,Vitamins,4/1/2008,14700
PT-71848,Vitamins,5/1/2008,10894
PT-71848,Vitamins,6/1/2008,13124
PT-71848,Vitamins,7/1/2008,14899
PT-71848,Vitamins,8/1/2008,11238
PT-71848,Vitamins,9/1/2008,12450
PT-71848,Vitamins,10/1/2008,9049
PT-71848,Vitamins,11/1/2008,14127
PT-71848,Vitamins,12/1/2008,2836
PT-71849,Memory Pills,1/1/2008,308
PT-71849,Memory Pills,2/1/2008,840
PT-71849,Memory Pills,3/1/2008,1477
PT-71849,Memory Pills,4/1/2008,1808
PT-71849,Memory Pills,5/1/2008,1740
PT-71849,Memory Pills,6/1/2008,2250
PT-71849,Memory Pills,7/1/2008,1500
PT-71849,Memory Pills,8/1/2008,888
PT-71849,Memory Pills,9/1/2008,1124
PT-71849,Memory Pills,10/1/2008,1674
PT-71849,Memory Pills,11/1/2008,2022
PT-71849,Memory Pills,12/1/2008,208
PT-71850,Vitamins,1/1/2008,4650
PT-71850,Vitamins,2/1/2008,15765
PT-71850,Vitamins,3/1/2008,7300
PT-71850,Vitamins,4/1/2008,7500
PT-71850,Vitamins,5/1/2008,20190
PT-71850,Vitamins,6/1/2008,11776
PT-71850,Vitamins,7/1/2008,9260
PT-71850,Vitamins,8/1/2008,19000
PT-71850,Vitamins,9/1/2008,16804
PT-71850,Vitamins,10/1/2008,25300
PT-71850,Vitamins,11/1/2008,37542
PT-71850,Vitamins,12/1/2008,7162
PT-71851,Vitamins,1/1/2008,9113
PT-71851,Vitamins,2/1/2008,12120
PT-71851,Vitamins,3/1/2008,8558
PT-71851,Vitamins,4/1/2008,7031
PT-71851,Vitamins,5/1/2008,12500
PT-71851,Vitamins,6/1/2008,12306
PT-71851,Vitamins,7/1/2008,17984
PT-71851,Vitamins,8/1/2008,14400
PT-71851,Vitamins,9/1/2008,29354
PT-71851,Vitamins,10/1/2008,21300
PT-71851,Vitamins,11/1/2008,26901
PT-71851,Vitamins,12/1/2008,9027
PT-72140,Heart related,1/1/2008,1651
PT-72140,Heart related,2/1/2008,3309
PT-72140,Heart related,3/1/2008,2474
PT-72140,Heart related,4/1/2008,2500
PT-72140,Heart related,5/1/2008,5010
PT-72140,Heart related,6/1/2008,2253
PT-72140,Heart related,7/1/2008,2341
PT-72140,Heart related,8/1/2008,1949
PT-72140,Heart related,9/1/2008,2363
PT-72140,Heart related,10/1/2008,2790
PT-72140,Heart related,11/1/2008,5847
PT-72140,Heart related,12/1/2008,2000
PT-72142,Pain Killer,1/1/2008,1807
PT-72142,Pain Killer,2/1/2008,2131
PT-72142,Pain Killer,3/1/2008,3804
PT-72142,Pain Killer,4/1/2008,2576
PT-72142,Pain Killer,5/1/2008,2188
PT-72142,Pain Killer,6/1/2008,1996
PT-72142,Pain Killer,7/1/2008,2486
PT-72142,Pain Killer,8/1/2008,1882
PT-72142,Pain Killer,9/1/2008,3486
PT-72142,Pain Killer,10/1/2008,4430
PT-72142,Pain Killer,11/1/2008,5746
PT-72142,Pain Killer,12/1/2008,840
PT-72143,Pain Killer,1/1/2008,1785
PT-72143,Pain Killer,2/1/2008,2570
PT-72143,Pain Killer,3/1/2008,2500
PT-72143,Pain Killer,4/1/2008,1900
PT-72143,Pain Killer,5/1/2008,2345
PT-72143,Pain Killer,6/1/2008,2389
PT-72143,Pain Killer,7/1/2008,2200
PT-72143,Pain Killer,8/1/2008,2200
PT-72143,Pain Killer,9/1/2008,1643
PT-72143,Pain Killer,10/1/2008,2655
PT-72143,Pain Killer,11/1/2008,3818
PT-72143,Pain Killer,12/1/2008,1500
PT-78527,Acidity,1/1/2008,1950
PT-78527,Acidity,2/1/2008,1027
PT-78527,Acidity,3/1/2008,2308
PT-78527,Acidity,4/1/2008,1900
PT-78527,Acidity,5/1/2008,2500
PT-78527,Acidity,6/1/2008,2498
PT-78527,Acidity,7/1/2008,2166
PT-78527,Acidity,8/1/2008,1905
PT-78527,Acidity,9/1/2008,3500
PT-78527,Acidity,10/1/2008,2790
PT-78527,Acidity,11/1/2008,3400
PT-78527,Acidity,12/1/2008,1500
PT-83183,Stomach pain killers,1/1/2008,19000
PT-83183,Stomach pain killers,2/1/2008,21825
PT-83183,Stomach pain killers,3/1/2008,31955
PT-83183,Stomach pain killers,4/1/2008,22475
PT-83183,Stomach pain killers,5/1/2008,11121
PT-83183,Stomach pain killers,6/1/2008,33345
PT-83183,Stomach pain killers,7/1/2008,33922
PT-83183,Stomach pain killers,8/1/2008,31770
PT-83183,Stomach pain killers,9/1/2008,36685
PT-83183,Stomach pain killers,10/1/2008,24571
PT-83183,Stomach pain killers,11/1/2008,37846
PT-83183,Stomach pain killers,12/1/2008,17482
PT-84475,Douche bag,1/1/2008,4897
PT-84475,Douche bag,2/1/2008,5149
PT-84475,Douche bag,3/1/2008,3969
PT-84475,Douche bag,4/1/2008,3879
PT-84475,Douche bag,5/1/2008,8000
PT-84475,Douche bag,6/1/2008,3500
PT-84475,Douche bag,7/1/2008,6000
PT-84475,Douche bag,8/1/2008,7359
PT-84475,Douche bag,9/1/2008,7018
PT-84475,Douche bag,10/1/2008,4500
PT-84475,Douche bag,11/1/2008,8000
PT-84475,Douche bag,12/1/2008,2500
PT-84822,Muscle Relaxing,1/1/2008,2391
PT-84822,Muscle Relaxing,2/1/2008,2183
PT-84822,Muscle Relaxing,3/1/2008,3057
PT-84822,Muscle Relaxing,4/1/2008,3721
PT-84822,Muscle Relaxing,5/1/2008,5458
PT-84822,Muscle Relaxing,6/1/2008,4125
PT-84822,Muscle Relaxing,7/1/2008,2380
PT-84822,Muscle Relaxing,8/1/2008,5167
PT-84822,Muscle Relaxing,9/1/2008,5161
PT-84822,Muscle Relaxing,10/1/2008,4348
PT-84822,Muscle Relaxing,11/1/2008,8230
PT-84822,Muscle Relaxing,12/1/2008,2721
PT-84861,Antiflatulent,1/1/2008,23561
PT-84861,Antiflatulent,2/1/2008,35493
PT-84861,Antiflatulent,3/1/2008,27785
PT-84861,Antiflatulent,4/1/2008,35152
PT-84861,Antiflatulent,5/1/2008,29754
PT-84861,Antiflatulent,6/1/2008,33011
PT-84861,Antiflatulent,7/1/2008,38931
PT-84861,Antiflatulent,8/1/2008,36386
PT-84861,Antiflatulent,9/1/2008,51874
PT-84861,Antiflatulent,10/1/2008,44358
PT-84861,Antiflatulent,11/1/2008,68028
PT-84861,Antiflatulent,12/1/2008,21354
PT-85068,Memory Pills,1/1/2008,3006
PT-85068,Memory Pills,2/1/2008,3446
PT-85068,Memory Pills,3/1/2008,5400
PT-85068,Memory Pills,4/1/2008,4396
PT-85068,Memory Pills,5/1/2008,4393
PT-85068,Memory Pills,6/1/2008,6322
PT-85068,Memory Pills,7/1/2008,5055
PT-85068,Memory Pills,8/1/2008,7381
PT-85068,Memory Pills,9/1/2008,5684
PT-85068,Memory Pills,10/1/2008,7300
PT-85068,Memory Pills,11/1/2008,8425
PT-85068,Memory Pills,12/1/2008,4077
PT-86686,Stomach Protectors,1/1/2008,1020
PT-86686,Stomach Protectors,2/1/2008,2126
PT-86686,Stomach Protectors,3/1/2008,2300
PT-86686,Stomach Protectors,4/1/2008,2052
PT-86686,Stomach Protectors,5/1/2008,2040
PT-86686,Stomach Protectors,6/1/2008,2414
PT-86686,Stomach Protectors,7/1/2008,1878
PT-86686,Stomach Protectors,8/1/2008,2369
PT-86686,Stomach Protectors,9/1/2008,1104
PT-86686,Stomach Protectors,10/1/2008,2971
PT-86686,Stomach Protectors,11/1/2008,2463
PT-86686,Stomach Protectors,12/1/2008,2626
PT-86926,Vitamins,1/1/2008,12844
PT-86926,Vitamins,2/1/2008,25956
PT-86926,Vitamins,3/1/2008,29000
PT-86926,Vitamins,4/1/2008,27000
PT-86926,Vitamins,5/1/2008,25000
PT-86926,Vitamins,6/1/2008,24988
PT-86926,Vitamins,7/1/2008,30000
PT-86926,Vitamins,8/1/2008,24737
PT-86926,Vitamins,9/1/2008,24328
PT-86926,Vitamins,10/1/2008,28000
PT-86926,Vitamins,11/1/2008,27605
PT-86926,Vitamins,12/1/2008,10020
PT-87064,Calluses Cream,1/1/2008,800
PT-87064,Calluses Cream,2/1/2008,1543
PT-87064,Calluses Cream,3/1/2008,1203
PT-87064,Calluses Cream,4/1/2008,922
PT-87064,Calluses Cream,5/1/2008,1400
PT-87064,Calluses Cream,6/1/2008,1217
PT-87064,Calluses Cream,7/1/2008,1111
PT-87064,Calluses Cream,8/1/2008,1028
PT-87064,Calluses Cream,9/1/2008,1628
PT-87064,Calluses Cream,10/1/2008,1106
PT-87064,Calluses Cream,11/1/2008,1928
PT-87064,Calluses Cream,12/1/2008,310
PT-88294,Heart related,1/1/2008,4440
PT-88294,Heart related,2/1/2008,8598
PT-88294,Heart related,3/1/2008,11064
PT-88294,Heart related,4/1/2008,9996
PT-88294,Heart related,5/1/2008,14900
PT-88294,Heart related,6/1/2008,12197
PT-88294,Heart related,7/1/2008,12277
PT-88294,Heart related,8/1/2008,9769
PT-88294,Heart related,9/1/2008,12752
PT-88294,Heart related,10/1/2008,18188
PT-88294,Heart related,11/1/2008,20996
PT-88294,Heart related,12/1/2008,2923
PT-89326,Muscle Relaxing,1/1/2008,2046
PT-89326,Muscle Relaxing,2/1/2008,3296
PT-89326,Muscle Relaxing,3/1/2008,3250
PT-89326,Muscle Relaxing,4/1/2008,4127
PT-89326,Muscle Relaxing,5/1/2008,4854
PT-89326,Muscle Relaxing,6/1/2008,4499
PT-89326,Muscle Relaxing,7/1/2008,3849
PT-89326,Muscle Relaxing,8/1/2008,6309
PT-89326,Muscle Relaxing,9/1/2008,6575
PT-89326,Muscle Relaxing,10/1/2008,6337
PT-89326,Muscle Relaxing,11/1/2008,10112
PT-89326,Muscle Relaxing,12/1/2008,3905
PT-89474,Douche bag,1/1/2008,4870
PT-89474,Douche bag,2/1/2008,5658
PT-89474,Douche bag,3/1/2008,5579
PT-89474,Douche bag,4/1/2008,6450
PT-89474,Douche bag,5/1/2008,4248
PT-89474,Douche bag,6/1/2008,12336
PT-89474,Douche bag,7/1/2008,8092
PT-89474,Douche bag,8/1/2008,7998
PT-89474,Douche bag,9/1/2008,10364
PT-89474,Douche bag,10/1/2008,11897
